ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2013-11-17,2013,11,157,530,60,747,0.2101740294511380,0.2101740294511380
2013-11-18,2013,11,248,523,45,816,0.30392156862745100,0.30392156862745100
2013-11-19,2013,11,339,747,138,1224,0.2769607843137260,0.2769607843137260
2013-11-20,2013,11,361,880,81,1322,0.273071104387292,0.273071104387292
2013-11-21,2013,11,334,880,90,1304,0.2561349693251530,0.2561349693251530
2013-11-22,2013,11,328,907,128,1363,0.24064563462949400,0.24064563462949400
2013-11-23,2013,11,258,772,83,1113,0.23180592991913700,0.23180592991913700
2013-11-24,2013,11,118,489,44,651,0.18125960061443900,0.18125960061443900
2013-11-25,2013,11,207,523,44,774,0.26744186046511600,0.26744186046511600
2013-11-26,2013,11,238,714,79,1031,0.23084384093113500,0.23084384093113500
2013-11-27,2013,11,231,506,63,800,0.28875,0.28875
2013-11-28,2013,11,79,248,19,346,0.22832369942196500,0.22832369942196500
2013-11-29,2013,11,213,723,65,1001,0.2127872127872130,0.2127872127872130
2013-11-30,2013,11,210,694,51,955,0.2198952879581150,0.2198952879581150
2013-12-01,2013,12,152,524,51,727,0.20907840440165100,0.20907840440165100
2013-12-02,2013,12,231,523,44,798,0.2894736842105260,0.2894736842105260
2013-12-03,2013,12,299,801,88,1188,0.2516835016835020,0.2516835016835020
2013-12-04,2013,12,309,861,114,1284,0.24065420560747700,0.24065420560747700
2013-12-05,2013,12,291,856,98,1245,0.23373493975903600,0.23373493975903600
2013-12-06,2013,12,263,749,81,1093,0.24062214089661500,0.24062214089661500
2013-12-07,2013,12,213,731,81,1025,0.20780487804878000,0.20780487804878000
2013-12-08,2013,12,153,517,48,718,0.21309192200557100,0.21309192200557100
2013-12-09,2013,12,233,530,43,806,0.2890818858560790,0.2890818858560790
2013-12-10,2013,12,300,671,57,1028,0.2918287937743190,0.2918287937743190
2013-12-11,2013,12,332,836,99,1267,0.26203630623520100,0.26203630623520100
2013-12-12,2013,12,302,741,73,1116,0.27060931899641600,0.27060931899641600
2013-12-13,2013,12,235,789,86,1110,0.21171171171171200,0.21171171171171200
2013-12-14,2013,12,168,524,61,753,0.22310756972111600,0.22310756972111600
2013-12-15,2013,12,108,414,36,558,0.1935483870967740,0.1935483870967740
2013-12-16,2013,12,193,471,39,703,0.27453769559032700,0.27453769559032700
2013-12-17,2013,12,249,560,61,870,0.28620689655172400,0.28620689655172400
2013-12-18,2013,12,334,890,74,1298,0.2573189522342070,0.2573189522342070
2013-12-19,2013,12,283,743,74,1100,0.25727272727272700,0.25727272727272700
2013-12-20,2013,12,266,740,87,1093,0.2433668801463860,0.2433668801463860
2013-12-21,2013,12,211,737,86,1034,0.20406189555125700,0.20406189555125700
2013-12-22,2013,12,152,543,52,747,0.2034805890227580,0.2034805890227580
2013-12-23,2013,12,159,436,39,634,0.250788643533123,0.250788643533123
2013-12-24,2013,12,108,314,14,436,0.24770642201834900,0.24770642201834900
2013-12-25,2013,12,75,189,5,269,0.2788104089219330,0.2788104089219330
2013-12-26,2013,12,261,738,58,1057,0.2469252601702930,0.2469252601702930
2013-12-27,2013,12,274,815,71,1160,0.23620689655172400,0.23620689655172400
2013-12-28,2013,12,212,732,54,998,0.2124248496993990,0.2124248496993990
2013-12-29,2013,12,129,492,25,646,0.1996904024767800,0.1996904024767800
2013-12-30,2013,12,170,471,24,665,0.2556390977443610,0.2556390977443610
2013-12-31,2013,12,102,339,28,469,0.21748400852878500,0.21748400852878500
2014-01-01,2014,1,245,703,49,997,0.24573721163490500,0.24573721163490500
2014-01-02,2014,1,256,715,73,1044,0.24521072796934900,0.24521072796934900
2014-01-03,2014,1,134,431,86,651,0.20583717357910900,0.20583717357910900
2014-01-04,2014,1,237,600,101,938,0.2526652452025590,0.2526652452025590
2014-01-05,2014,1,107,461,58,626,0.17092651757188500,0.17092651757188500
2014-01-06,2014,1,205,528,36,769,0.2665799739921980,0.2665799739921980
2014-01-07,2014,1,351,608,63,1022,0.34344422700587100,0.34344422700587100
2014-01-08,2014,1,373,833,82,1288,0.28959627329192500,0.28959627329192500
2014-01-09,2014,1,362,837,143,1342,0.2697466467958270,0.2697466467958270
2014-01-10,2014,1,293,916,115,1324,0.2212990936555890,0.2212990936555890
2014-01-11,2014,1,239,725,109,1073,0.22273998136067100,0.22273998136067100
2014-01-12,2014,1,151,603,76,830,0.1819277108433740,0.1819277108433740
2014-01-13,2014,1,268,640,50,958,0.2797494780793320,0.2797494780793320
2014-01-14,2014,1,331,829,79,1239,0.26715092816787700,0.26715092816787700
2014-01-15,2014,1,430,957,93,1480,0.2905405405405410,0.2905405405405410
2014-01-16,2014,1,356,958,90,1404,0.2535612535612540,0.2535612535612540
2014-01-17,2014,1,332,922,127,1381,0.24040550325850800,0.24040550325850800
2014-01-18,2014,1,262,860,85,1207,0.21706710853355400,0.21706710853355400
2014-01-19,2014,1,162,587,54,803,0.20174346201743500,0.20174346201743500
2014-01-20,2014,1,202,616,68,886,0.22799097065462800,0.22799097065462800
2014-01-21,2014,1,205,377,32,614,0.3338762214983710,0.3338762214983710
2014-01-22,2014,1,222,635,60,917,0.2420937840785170,0.2420937840785170
2014-01-23,2014,1,357,779,96,1232,0.2897727272727270,0.2897727272727270
2014-01-24,2014,1,267,856,72,1195,0.22343096234309600,0.22343096234309600
2014-01-25,2014,1,190,823,88,1101,0.17257039055404200,0.17257039055404200
2014-01-26,2014,1,152,617,48,817,0.18604651162790700,0.18604651162790700
2014-01-27,2014,1,241,514,43,798,0.30200501253132800,0.30200501253132800
2014-01-28,2014,1,262,757,53,1072,0.24440298507462700,0.24440298507462700
2014-01-29,2014,1,322,844,60,1226,0.2626427406199020,0.2626427406199020
2014-01-30,2014,1,263,790,76,1129,0.2329495128432240,0.2329495128432240
2014-01-31,2014,1,290,795,101,1186,0.24451939291736900,0.24451939291736900
2014-02-01,2014,2,240,889,86,1215,0.19753086419753100,0.19753086419753100
2014-02-02,2014,2,144,547,65,756,0.19047619047619000,0.19047619047619000
2014-02-03,2014,2,164,438,41,643,0.25505443234836700,0.25505443234836700
2014-02-04,2014,2,328,809,67,1204,0.2724252491694350,0.2724252491694350
2014-02-05,2014,2,288,702,76,1066,0.2701688555347090,0.2701688555347090
2014-02-06,2014,2,324,997,111,1432,0.22625698324022300,0.22625698324022300
2014-02-07,2014,2,308,884,100,1292,0.23839009287925700,0.23839009287925700
2014-02-08,2014,2,234,842,80,1156,0.20242214532872000,0.20242214532872000
2014-02-09,2014,2,138,606,47,791,0.17446270543615700,0.17446270543615700
2014-02-10,2014,2,185,548,49,782,0.23657289002557500,0.23657289002557500
2014-02-11,2014,2,352,831,67,1250,0.2816,0.2816
2014-02-12,2014,2,305,999,126,1430,0.21328671328671300,0.21328671328671300
2014-02-13,2014,2,140,425,38,603,0.23217247097844100,0.23217247097844100
2014-02-14,2014,2,217,755,81,1053,0.2060778727445390,0.2060778727445390
2014-02-15,2014,2,246,812,83,1141,0.21560035056967600,0.21560035056967600
2014-02-16,2014,2,170,524,67,761,0.2233902759526940,0.2233902759526940
2014-02-17,2014,2,154,573,48,775,0.19870967741935500,0.19870967741935500
2014-02-18,2014,2,299,836,73,1208,0.24751655629139100,0.24751655629139100
2014-02-19,2014,2,342,936,117,1395,0.24516129032258100,0.24516129032258100
2014-02-20,2014,2,331,1025,99,1455,0.2274914089347080,0.2274914089347080
2014-02-21,2014,2,277,847,109,1233,0.22465531224655300,0.22465531224655300
2014-02-22,2014,2,283,970,97,1350,0.20962962962963000,0.20962962962963000
2014-02-23,2014,2,145,620,68,833,0.17406962785114000,0.17406962785114000
2014-02-24,2014,2,227,628,63,918,0.24727668845315900,0.24727668845315900
2014-02-25,2014,2,347,872,79,1298,0.26733436055470000,0.26733436055470000
2014-02-26,2014,2,305,828,87,1220,0.25,0.25
2014-02-27,2014,2,277,794,66,1137,0.2436235708003520,0.2436235708003520
2014-02-28,2014,2,299,816,69,1184,0.25253378378378400,0.25253378378378400
2014-03-01,2014,3,229,847,91,1167,0.19622964867180800,0.19622964867180800
2014-03-02,2014,3,139,619,66,824,0.16868932038835000,0.16868932038835000
2014-03-03,2014,3,239,530,42,811,0.29469790382244100,0.29469790382244100
2014-03-04,2014,3,349,871,60,1280,0.27265625,0.27265625
2014-03-05,2014,3,360,1001,88,1449,0.2484472049689440,0.2484472049689440
2014-03-06,2014,3,341,1045,116,1502,0.2270306258322240,0.2270306258322240
2014-03-07,2014,3,320,994,117,1431,0.2236198462613560,0.2236198462613560
2014-03-08,2014,3,319,988,103,1410,0.22624113475177300,0.22624113475177300
2014-03-09,2014,3,147,554,66,767,0.19165580182529300,0.19165580182529300
2014-03-10,2014,3,213,636,86,935,0.22780748663101600,0.22780748663101600
2014-03-11,2014,3,293,853,98,1244,0.23553054662379400,0.23553054662379400
2014-03-12,2014,3,371,907,126,1404,0.26424501424501400,0.26424501424501400
2014-03-13,2014,3,268,893,120,1281,0.20921155347384900,0.20921155347384900
2014-03-14,2014,3,309,1016,97,1422,0.21729957805907200,0.21729957805907200
2014-03-15,2014,3,262,980,98,1340,0.19552238805970100,0.19552238805970100
2014-03-16,2014,3,148,604,51,803,0.1843088418430880,0.1843088418430880
2014-03-17,2014,3,183,588,49,820,0.22317073170731700,0.22317073170731700
2014-03-18,2014,3,278,917,95,1290,0.21550387596899200,0.21550387596899200
2014-03-19,2014,3,338,881,86,1305,0.2590038314176250,0.2590038314176250
2014-03-20,2014,3,315,1032,148,1495,0.21070234113712400,0.21070234113712400
2014-03-21,2014,3,340,1009,118,1467,0.23176550783912700,0.23176550783912700
2014-03-22,2014,3,239,969,109,1317,0.18147304479878500,0.18147304479878500
2014-03-23,2014,3,158,558,54,770,0.2051948051948050,0.2051948051948050
2014-03-24,2014,3,239,549,43,831,0.28760529482551100,0.28760529482551100
2014-03-25,2014,3,316,861,80,1257,0.25139220365950700,0.25139220365950700
2014-03-26,2014,3,310,897,83,1290,0.24031007751938000,0.24031007751938000
2014-03-27,2014,3,348,874,122,1344,0.25892857142857100,0.25892857142857100
2014-03-28,2014,3,339,913,97,1349,0.251297257227576,0.251297257227576
2014-03-29,2014,3,153,650,72,875,0.17485714285714300,0.17485714285714300
2014-03-30,2014,3,133,491,46,670,0.19850746268656700,0.19850746268656700
2014-03-31,2014,3,149,558,56,763,0.19528178243774600,0.19528178243774600
2014-04-01,2014,4,379,910,97,1386,0.27344877344877300,0.27344877344877300
2014-04-02,2014,4,385,964,125,1474,0.26119402985074600,0.26119402985074600
2014-04-03,2014,4,331,946,162,1439,0.23002084781098000,0.23002084781098000
2014-04-04,2014,4,338,924,114,1376,0.24563953488372100,0.24563953488372100
2014-04-05,2014,4,275,865,97,1237,0.2223120452708170,0.2223120452708170
2014-04-06,2014,4,179,577,71,827,0.21644498186215200,0.21644498186215200
2014-04-07,2014,4,219,560,59,838,0.2613365155131270,0.2613365155131270
2014-04-08,2014,4,356,840,114,1310,0.2717557251908400,0.2717557251908400
2014-04-09,2014,4,334,999,90,1423,0.23471539002108200,0.23471539002108200
2014-04-10,2014,4,348,997,163,1508,0.23076923076923100,0.23076923076923100
2014-04-11,2014,4,278,990,124,1392,0.1997126436781610,0.1997126436781610
2014-04-12,2014,4,246,819,85,1150,0.21391304347826100,0.21391304347826100
2014-04-13,2014,4,165,592,83,840,0.19642857142857100,0.19642857142857100
2014-04-14,2014,4,150,453,47,650,0.23076923076923100,0.23076923076923100
2014-04-15,2014,4,257,697,89,1043,0.2464046021093000,0.2464046021093000
2014-04-16,2014,4,357,984,86,1427,0.2501751927119830,0.2501751927119830
2014-04-17,2014,4,300,921,122,1343,0.22338049143708100,0.22338049143708100
2014-04-18,2014,4,295,977,98,1370,0.21532846715328500,0.21532846715328500
2014-04-19,2014,4,189,823,98,1110,0.17027027027027000,0.17027027027027000
2014-04-20,2014,4,116,446,48,610,0.1901639344262300,0.1901639344262300
2014-04-21,2014,4,227,592,61,880,0.25795454545454500,0.25795454545454500
2014-04-22,2014,4,291,821,98,1210,0.24049586776859500,0.24049586776859500
2014-04-23,2014,4,333,992,117,1442,0.23092926490984700,0.23092926490984700
2014-04-24,2014,4,315,867,118,1300,0.2423076923076920,0.2423076923076920
2014-04-25,2014,4,285,930,109,1324,0.21525679758308200,0.21525679758308200
2014-04-26,2014,4,210,719,80,1009,0.20812685827552000,0.20812685827552000
2014-04-27,2014,4,132,637,52,821,0.1607795371498170,0.1607795371498170
2014-04-28,2014,4,208,565,65,838,0.24821002386634800,0.24821002386634800
2014-04-29,2014,4,244,696,55,995,0.24522613065326600,0.24522613065326600
2014-04-30,2014,4,203,510,74,787,0.2579415501905970,0.2579415501905970
2014-05-01,2014,5,378,893,128,1399,0.270192994996426,0.270192994996426
2014-05-02,2014,5,369,1011,111,1491,0.24748490945674000,0.24748490945674000
2014-05-03,2014,5,215,777,84,1076,0.19981412639405200,0.19981412639405200
2014-05-04,2014,5,160,496,65,721,0.22191400832177500,0.22191400832177500
2014-05-05,2014,5,219,560,91,870,0.2517241379310350,0.2517241379310350
2014-05-06,2014,5,361,919,119,1399,0.2580414581844170,0.2580414581844170
2014-05-07,2014,5,360,1059,137,1556,0.23136246786632400,0.23136246786632400
2014-05-08,2014,5,338,893,128,1359,0.2487122884473880,0.2487122884473880
2014-05-09,2014,5,340,914,124,1378,0.2467343976777940,0.2467343976777940
2014-05-10,2014,5,283,759,127,1169,0.24208725406330200,0.24208725406330200
2014-05-11,2014,5,135,507,68,710,0.19014084507042300,0.19014084507042300
2014-05-12,2014,5,228,567,84,879,0.2593856655290100,0.2593856655290100
2014-05-13,2014,5,327,875,129,1331,0.24567993989481600,0.24567993989481600
2014-05-14,2014,5,338,946,111,1395,0.24229390681003600,0.24229390681003600
2014-05-15,2014,5,377,980,114,1471,0.256288239292998,0.256288239292998
2014-05-16,2014,5,269,856,114,1239,0.21711057304277600,0.21711057304277600
2014-05-17,2014,5,232,741,89,1062,0.2184557438794730,0.2184557438794730
2014-05-18,2014,5,174,579,74,827,0.21039903264812600,0.21039903264812600
2014-05-19,2014,5,229,603,68,900,0.2544444444444440,0.2544444444444440
2014-05-20,2014,5,308,873,104,1285,0.2396887159533070,0.2396887159533070
2014-05-21,2014,5,402,934,117,1453,0.276668960770819,0.276668960770819
2014-05-22,2014,5,367,889,102,1358,0.2702503681885130,0.2702503681885130
2014-05-23,2014,5,279,837,104,1220,0.22868852459016400,0.22868852459016400
2014-05-24,2014,5,214,729,80,1023,0.20918866080156400,0.20918866080156400
2014-05-25,2014,5,152,504,79,735,0.20680272108843500,0.20680272108843500
2014-05-26,2014,5,140,456,56,652,0.2147239263803680,0.2147239263803680
2014-05-27,2014,5,258,758,89,1105,0.2334841628959280,0.2334841628959280
2014-05-28,2014,5,379,799,93,1271,0.2981904012588510,0.2981904012588510
2014-05-29,2014,5,352,846,88,1286,0.2737169517884910,0.2737169517884910
2014-05-30,2014,5,316,847,111,1274,0.24803767660910500,0.24803767660910500
2014-05-31,2014,5,232,692,94,1018,0.22789783889980400,0.22789783889980400
2014-06-01,2014,6,134,516,81,731,0.18331053351573200,0.18331053351573200
2014-06-02,2014,6,233,564,51,848,0.27476415094339600,0.27476415094339600
2014-06-03,2014,6,348,800,87,1235,0.2817813765182190,0.2817813765182190
2014-06-04,2014,6,430,947,136,1513,0.28420356906807700,0.28420356906807700
2014-06-05,2014,6,338,880,114,1332,0.25375375375375400,0.25375375375375400
2014-06-06,2014,6,354,856,119,1329,0.26636568848758500,0.26636568848758500
2014-06-07,2014,6,214,766,116,1096,0.19525547445255500,0.19525547445255500
2014-06-08,2014,6,207,544,79,830,0.2493975903614460,0.2493975903614460
2014-06-09,2014,6,228,481,72,781,0.2919334186939820,0.2919334186939820
2014-06-10,2014,6,398,801,98,1297,0.30686198920586000,0.30686198920586000
2014-06-11,2014,6,431,962,105,1498,0.287716955941255,0.287716955941255
2014-06-12,2014,6,314,962,109,1385,0.22671480144404300,0.22671480144404300
2014-06-13,2014,6,329,862,88,1279,0.25723221266614500,0.25723221266614500
2014-06-14,2014,6,248,793,128,1169,0.21214713430282300,0.21214713430282300
2014-06-15,2014,6,133,472,71,676,0.19674556213017800,0.19674556213017800
2014-06-16,2014,6,242,559,63,864,0.2800925925925930,0.2800925925925930
2014-06-17,2014,6,306,716,97,1119,0.2734584450402150,0.2734584450402150
2014-06-18,2014,6,378,943,94,1415,0.26713780918727900,0.26713780918727900
2014-06-19,2014,6,359,860,154,1373,0.2614712308812820,0.2614712308812820
2014-06-20,2014,6,296,870,118,1284,0.23052959501557600,0.23052959501557600
2014-06-21,2014,6,194,763,97,1054,0.1840607210626190,0.1840607210626190
2014-06-22,2014,6,168,547,63,778,0.2159383033419020,0.2159383033419020
2014-06-23,2014,6,221,552,68,841,0.262782401902497,0.262782401902497
2014-06-24,2014,6,336,771,63,1170,0.28717948717948700,0.28717948717948700
2014-06-25,2014,6,363,879,97,1339,0.2710978342046300,0.2710978342046300
2014-06-26,2014,6,281,787,99,1167,0.24078834618680400,0.24078834618680400
2014-06-27,2014,6,266,808,111,1185,0.22447257383966200,0.22447257383966200
2014-06-28,2014,6,189,689,88,966,0.1956521739130440,0.1956521739130440
2014-06-29,2014,6,114,548,70,732,0.1557377049180330,0.1557377049180330
2014-06-30,2014,6,185,463,59,707,0.26166902404526200,0.26166902404526200
2014-07-01,2014,7,356,760,101,1217,0.29252259654889100,0.29252259654889100
2014-07-02,2014,7,375,904,95,1374,0.27292576419214000,0.27292576419214000
2014-07-03,2014,7,303,817,126,1246,0.24317817014446200,0.24317817014446200
2014-07-04,2014,7,176,672,75,923,0.19068255687974000,0.19068255687974000
2014-07-05,2014,7,275,776,107,1158,0.2374784110535410,0.2374784110535410
2014-07-06,2014,7,143,522,85,750,0.19066666666666700,0.19066666666666700
2014-07-07,2014,7,245,520,65,830,0.29518072289156600,0.29518072289156600
2014-07-08,2014,7,329,743,107,1179,0.27905004240882100,0.27905004240882100
2014-07-09,2014,7,391,899,131,1421,0.27515833919774800,0.27515833919774800
2014-07-10,2014,7,402,968,107,1477,0.27217332430602600,0.27217332430602600
2014-07-11,2014,7,291,790,89,1170,0.24871794871794900,0.24871794871794900
2014-07-12,2014,7,224,702,106,1032,0.21705426356589100,0.21705426356589100
2014-07-13,2014,7,160,546,65,771,0.20752269779507100,0.20752269779507100
2014-07-14,2014,7,266,541,67,874,0.30434782608695700,0.30434782608695700
2014-07-15,2014,7,324,657,67,1048,0.30916030534351100,0.30916030534351100
2014-07-16,2014,7,430,962,116,1508,0.28514588859416400,0.28514588859416400
2014-07-17,2014,7,345,781,107,1233,0.2798053527980540,0.2798053527980540
2014-07-18,2014,7,325,836,115,1276,0.2547021943573670,0.2547021943573670
2014-07-19,2014,7,228,782,117,1127,0.2023070097604260,0.2023070097604260
2014-07-20,2014,7,201,584,106,891,0.2255892255892260,0.2255892255892260
2014-07-21,2014,7,216,588,62,866,0.24942263279445700,0.24942263279445700
2014-07-22,2014,7,327,761,87,1175,0.2782978723404260,0.2782978723404260
2014-07-23,2014,7,334,865,97,1296,0.25771604938271600,0.25771604938271600
2014-07-24,2014,7,314,809,95,1218,0.25779967159277500,0.25779967159277500
2014-07-25,2014,7,257,864,113,1234,0.20826580226904400,0.20826580226904400
2014-07-26,2014,7,229,755,97,1081,0.211840888066605,0.211840888066605
2014-07-27,2014,7,174,627,81,882,0.19727891156462600,0.19727891156462600
2014-07-28,2014,7,200,525,62,787,0.25412960609911100,0.25412960609911100
2014-07-29,2014,7,301,788,115,1204,0.25,0.25
2014-07-30,2014,7,368,817,101,1286,0.28615863141524100,0.28615863141524100
2014-07-31,2014,7,297,754,117,1168,0.2542808219178080,0.2542808219178080
2014-08-01,2014,8,288,920,125,1333,0.21605401350337600,0.21605401350337600
2014-08-02,2014,8,218,684,112,1014,0.21499013806706100,0.21499013806706100
2014-08-03,2014,8,184,561,90,835,0.22035928143712600,0.22035928143712600
2014-08-04,2014,8,227,504,83,814,0.2788697788697790,0.2788697788697790
2014-08-05,2014,8,302,780,105,1187,0.2544229149115420,0.2544229149115420
2014-08-06,2014,8,344,876,112,1332,0.25825825825825800,0.25825825825825800
2014-08-07,2014,8,336,796,115,1247,0.2694466720128310,0.2694466720128310
2014-08-08,2014,8,272,861,124,1257,0.2163882259347650,0.2163882259347650
2014-08-09,2014,8,226,799,117,1142,0.1978984238178630,0.1978984238178630
2014-08-10,2014,8,184,653,80,917,0.20065430752453700,0.20065430752453700
2014-08-11,2014,8,229,544,67,840,0.2726190476190480,0.2726190476190480
2014-08-12,2014,8,334,804,79,1217,0.2744453574363190,0.2744453574363190
2014-08-13,2014,8,311,872,106,1289,0.24127230411171500,0.24127230411171500
2014-08-14,2014,8,313,863,120,1296,0.24151234567901200,0.24151234567901200
2014-08-15,2014,8,330,902,130,1362,0.2422907488986780,0.2422907488986780
2014-08-16,2014,8,262,749,90,1101,0.23796548592188900,0.23796548592188900
2014-08-17,2014,8,187,562,70,819,0.22832722832722800,0.22832722832722800
2014-08-18,2014,8,256,525,63,844,0.3033175355450240,0.3033175355450240
2014-08-19,2014,8,336,799,117,1252,0.268370607028754,0.268370607028754
2014-08-20,2014,8,406,895,105,1406,0.2887624466571840,0.2887624466571840
2014-08-21,2014,8,349,772,107,1228,0.28420195439739400,0.28420195439739400
2014-08-22,2014,8,251,744,70,1065,0.23568075117370900,0.23568075117370900
2014-08-23,2014,8,253,690,77,1020,0.24803921568627500,0.24803921568627500
2014-08-24,2014,8,195,604,61,860,0.22674418604651200,0.22674418604651200
2014-08-25,2014,8,224,513,58,795,0.28176100628930800,0.28176100628930800
2014-08-26,2014,8,285,728,75,1088,0.2619485294117650,0.2619485294117650
2014-08-27,2014,8,311,860,97,1268,0.24526813880126200,0.24526813880126200
2014-08-28,2014,8,316,782,98,1196,0.26421404682274200,0.26421404682274200
2014-08-29,2014,8,230,757,87,1074,0.21415270018622000,0.21415270018622000
2014-08-30,2014,8,212,651,83,946,0.22410147991543300,0.22410147991543300
2014-08-31,2014,8,148,447,51,646,0.22910216718266300,0.22910216718266300
2014-09-01,2014,9,145,436,37,618,0.23462783171521000,0.23462783171521000
2014-09-02,2014,9,246,736,63,1045,0.23540669856459300,0.23540669856459300
2014-09-03,2014,9,377,873,92,1342,0.2809239940387480,0.2809239940387480
2014-09-04,2014,9,304,822,150,1276,0.23824451410658300,0.23824451410658300
2014-09-05,2014,9,364,910,116,1390,0.26187050359712200,0.26187050359712200
2014-09-06,2014,9,277,759,78,1114,0.24865350089766600,0.24865350089766600
2014-09-07,2014,9,211,556,53,820,0.2573170731707320,0.2573170731707320
2014-09-08,2014,9,206,561,60,827,0.24909310761789600,0.24909310761789600
2014-09-09,2014,9,301,708,76,1085,0.27741935483871000,0.27741935483871000
2014-09-10,2014,9,386,857,117,1360,0.2838235294117650,0.2838235294117650
2014-09-11,2014,9,359,839,100,1298,0.2765793528505390,0.2765793528505390
2014-09-12,2014,9,279,865,101,1245,0.22409638554216900,0.22409638554216900
2014-09-13,2014,9,185,708,92,985,0.18781725888324900,0.18781725888324900
2014-09-14,2014,9,169,568,60,797,0.2120451693851950,0.2120451693851950
2014-09-15,2014,9,234,616,60,910,0.2571428571428570,0.2571428571428570
2014-09-16,2014,9,367,791,129,1287,0.2851592851592850,0.2851592851592850
2014-09-17,2014,9,345,886,85,1316,0.2621580547112460,0.2621580547112460
2014-09-18,2014,9,363,882,108,1353,0.2682926829268290,0.2682926829268290
2014-09-19,2014,9,282,901,109,1292,0.21826625386996900,0.21826625386996900
2014-09-20,2014,9,234,778,100,1112,0.210431654676259,0.210431654676259
2014-09-21,2014,9,166,518,57,741,0.22402159244264500,0.22402159244264500
2014-09-22,2014,9,176,525,154,855,0.20584795321637400,0.20584795321637400
2014-09-23,2014,9,278,692,85,1055,0.26350710900473900,0.26350710900473900
2014-09-24,2014,9,304,778,88,1170,0.25982905982906000,0.25982905982906000
2014-09-25,2014,9,201,579,62,842,0.23871733966745800,0.23871733966745800
2014-09-26,2014,9,230,695,68,993,0.23162134944612300,0.23162134944612300
2014-09-27,2014,9,198,627,84,909,0.21782178217821800,0.21782178217821800
2014-09-28,2014,9,145,535,61,741,0.19568151147098500,0.19568151147098500
2014-09-29,2014,9,177,539,47,763,0.23197903014416800,0.23197903014416800
2014-09-30,2014,9,256,677,79,1012,0.25296442687747000,0.25296442687747000
2014-10-01,2014,10,336,842,84,1262,0.2662440570522980,0.2662440570522980
2014-10-02,2014,10,331,921,100,1352,0.2448224852071010,0.2448224852071010
2014-10-03,2014,10,328,877,89,1294,0.2534775888717160,0.2534775888717160
2014-10-04,2014,10,218,727,81,1026,0.2124756335282650,0.2124756335282650
2014-10-05,2014,10,178,580,57,815,0.2184049079754600,0.2184049079754600
2014-10-06,2014,10,214,615,64,893,0.23964165733482600,0.23964165733482600
2014-10-07,2014,10,312,803,116,1231,0.25345247766043900,0.25345247766043900
2014-10-08,2014,10,371,930,105,1406,0.26386913229018500,0.26386913229018500
2014-10-09,2014,10,349,942,121,1412,0.2471671388101980,0.2471671388101980
2014-10-10,2014,10,295,811,114,1220,0.24180327868852500,0.24180327868852500
2014-10-11,2014,10,204,734,65,1003,0.2033898305084750,0.2033898305084750
2014-10-12,2014,10,185,595,52,832,0.22235576923076900,0.22235576923076900
2014-10-13,2014,10,191,565,64,820,0.2329268292682930,0.2329268292682930
2014-10-14,2014,10,400,896,83,1379,0.290065264684554,0.290065264684554
2014-10-15,2014,10,331,923,94,1348,0.24554896142433200,0.24554896142433200
2014-10-16,2014,10,370,800,80,1250,0.296,0.296
2014-10-17,2014,10,346,926,93,1365,0.25347985347985300,0.25347985347985300
2014-10-18,2014,10,295,885,82,1262,0.23375594294770200,0.23375594294770200
2014-10-19,2014,10,175,586,47,808,0.21658415841584200,0.21658415841584200
2014-10-20,2014,10,224,571,54,849,0.26383981154299200,0.26383981154299200
2014-10-21,2014,10,361,852,92,1305,0.27662835249042100,0.27662835249042100
2014-10-22,2014,10,309,744,81,1134,0.2724867724867730,0.2724867724867730
2014-10-23,2014,10,289,660,63,1012,0.2855731225296440,0.2855731225296440
2014-10-24,2014,10,327,835,78,1240,0.26370967741935500,0.26370967741935500
2014-10-25,2014,10,213,805,71,1089,0.19559228650137700,0.19559228650137700
2014-10-26,2014,10,162,549,67,778,0.20822622107969200,0.20822622107969200
2014-10-27,2014,10,221,500,58,779,0.28369704749679100,0.28369704749679100
2014-10-28,2014,10,319,791,81,1191,0.2678421494542400,0.2678421494542400
2014-10-29,2014,10,358,751,121,1230,0.2910569105691060,0.2910569105691060
2014-10-30,2014,10,335,741,112,1188,0.281986531986532,0.281986531986532
2014-10-31,2014,10,225,556,42,823,0.2733900364520050,0.2733900364520050
2014-11-01,2014,11,195,596,39,830,0.23493975903614500,0.23493975903614500
2014-11-02,2014,11,171,417,40,628,0.27229299363057300,0.27229299363057300
2014-11-03,2014,11,212,489,46,747,0.2838018741633200,0.2838018741633200
2014-11-04,2014,11,267,707,91,1065,0.2507042253521130,0.2507042253521130
2014-11-05,2014,11,390,864,97,1351,0.28867505551443400,0.28867505551443400
2014-11-06,2014,11,357,720,80,1157,0.30855661192739800,0.30855661192739800
2014-11-07,2014,11,358,804,88,1250,0.2864,0.2864
2014-11-08,2014,11,251,672,72,995,0.2522613065326630,0.2522613065326630
2014-11-09,2014,11,170,540,49,759,0.22397891963109400,0.22397891963109400
2014-11-10,2014,11,229,532,53,814,0.28132678132678100,0.28132678132678100
2014-11-11,2014,11,308,806,76,1190,0.25882352941176500,0.25882352941176500
2014-11-12,2014,11,384,844,102,1330,0.2887218045112780,0.2887218045112780
2014-11-13,2014,11,293,727,94,1114,0.263016157989228,0.263016157989228
2014-11-14,2014,11,300,791,84,1175,0.2553191489361700,0.2553191489361700
