ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2023-12-31,2023,12,141,215,0,356,0.3960674157303370,0.3960674157303370
2024-01-01,2024,1,172,292,1,465,0.36989247311828000,0.36989247311828000
2024-01-02,2024,1,286,349,4,639,0.4475743348982790,0.4475743348982790
2024-01-03,2024,1,402,402,4,808,0.4975247524752480,0.4975247524752480
2024-01-04,2024,1,385,477,4,866,0.4445727482678980,0.4445727482678980
2024-01-05,2024,1,294,373,0,667,0.4407796101949030,0.4407796101949030
2024-01-06,2024,1,207,290,3,500,0.414,0.414
2024-01-07,2024,1,172,244,3,419,0.4105011933174220,0.4105011933174220
2024-01-08,2024,1,296,340,194,830,0.3566265060240960,0.3566265060240960
2024-01-09,2024,1,254,344,2,600,0.42333333333333300,0.42333333333333300
2024-01-10,2024,1,383,466,7,856,0.44742990654205600,0.44742990654205600
2024-01-11,2024,1,414,459,6,879,0.4709897610921500,0.4709897610921500
2024-01-12,2024,1,312,446,6,764,0.4083769633507850,0.4083769633507850
2024-01-13,2024,1,233,405,8,646,0.3606811145510840,0.3606811145510840
2024-01-14,2024,1,201,345,2,548,0.36678832116788300,0.36678832116788300
2024-01-15,2024,1,235,296,1,532,0.4417293233082710,0.4417293233082710
2024-01-16,2024,1,271,292,5,568,0.477112676056338,0.477112676056338
2024-01-17,2024,1,367,469,3,839,0.4374255065554230,0.4374255065554230
2024-01-18,2024,1,336,495,8,839,0.40047675804529200,0.40047675804529200
2024-01-19,2024,1,281,417,3,701,0.4008559201141230,0.4008559201141230
2024-01-20,2024,1,180,370,3,553,0.325497287522604,0.325497287522604
2024-01-21,2024,1,173,367,5,545,0.3174311926605510,0.3174311926605510
2024-01-22,2024,1,286,353,2,641,0.44617784711388500,0.44617784711388500
2024-01-23,2024,1,346,440,4,790,0.4379746835443040,0.4379746835443040
2024-01-24,2024,1,383,464,7,854,0.4484777517564400,0.4484777517564400
2024-01-25,2024,1,302,427,6,735,0.4108843537414970,0.4108843537414970
2024-01-26,2024,1,293,478,9,780,0.37564102564102600,0.37564102564102600
2024-01-27,2024,1,252,456,2,710,0.35492957746478900,0.35492957746478900
2024-01-28,2024,1,189,334,4,527,0.3586337760910820,0.3586337760910820
2024-01-29,2024,1,245,374,9,628,0.39012738853503200,0.39012738853503200
2024-01-30,2024,1,306,394,7,707,0.4328147100424330,0.4328147100424330
2024-01-31,2024,1,383,456,6,845,0.4532544378698230,0.4532544378698230
2024-02-01,2024,2,383,517,7,907,0.422271223814774,0.422271223814774
2024-02-02,2024,2,340,441,9,790,0.43037974683544300,0.43037974683544300
2024-02-03,2024,2,215,386,4,605,0.35537190082644600,0.35537190082644600
2024-02-04,2024,2,188,312,6,506,0.3715415019762850,0.3715415019762850
2024-02-05,2024,2,320,365,6,691,0.4630969609261940,0.4630969609261940
2024-02-06,2024,2,458,500,5,963,0.4755970924195220,0.4755970924195220
2024-02-07,2024,2,433,450,12,895,0.48379888268156400,0.48379888268156400
2024-02-08,2024,2,406,431,5,842,0.4821852731591450,0.4821852731591450
2024-02-09,2024,2,382,418,11,811,0.47102342786683100,0.47102342786683100
2024-02-10,2024,2,261,430,7,698,0.37392550143266500,0.37392550143266500
2024-02-11,2024,2,175,304,1,480,0.3645833333333330,0.3645833333333330
2024-02-12,2024,2,255,359,2,616,0.413961038961039,0.413961038961039
2024-02-13,2024,2,291,328,5,624,0.46634615384615400,0.46634615384615400
2024-02-14,2024,2,355,466,11,832,0.4266826923076920,0.4266826923076920
2024-02-15,2024,2,413,479,9,901,0.4583795782463930,0.4583795782463930
2024-02-16,2024,2,289,381,8,678,0.42625368731563400,0.42625368731563400
2024-02-17,2024,2,232,371,5,608,0.3815789473684210,0.3815789473684210
2024-02-18,2024,2,218,324,5,547,0.39853747714808000,0.39853747714808000
2024-02-19,2024,2,207,354,4,565,0.3663716814159290,0.3663716814159290
2024-02-20,2024,2,320,402,8,730,0.4383561643835620,0.4383561643835620
2024-02-21,2024,2,380,504,6,890,0.42696629213483100,0.42696629213483100
2024-02-22,2024,2,322,395,12,729,0.44170096021947900,0.44170096021947900
2024-02-23,2024,2,273,406,12,691,0.3950795947901590,0.3950795947901590
2024-02-24,2024,2,219,320,6,545,0.4018348623853210,0.4018348623853210
2024-02-25,2024,2,199,312,2,513,0.38791423001949300,0.38791423001949300
2024-02-26,2024,2,225,322,2,549,0.4098360655737710,0.4098360655737710
2024-02-27,2024,2,317,384,4,705,0.44964539007092200,0.44964539007092200
2024-02-28,2024,2,355,408,7,770,0.461038961038961,0.461038961038961
2024-02-29,2024,2,364,427,10,801,0.4544319600499380,0.4544319600499380
2024-03-01,2024,3,314,435,7,756,0.41534391534391500,0.41534391534391500
2024-03-02,2024,3,234,346,6,586,0.3993174061433450,0.3993174061433450
2024-03-03,2024,3,200,322,4,526,0.38022813688212900,0.38022813688212900
2024-03-04,2024,3,236,339,1,576,0.4097222222222220,0.4097222222222220
2024-03-05,2024,3,342,428,6,776,0.44072164948453600,0.44072164948453600
2024-03-06,2024,3,411,442,12,865,0.4751445086705200,0.4751445086705200
2024-03-07,2024,3,426,475,9,910,0.46813186813186800,0.46813186813186800
2024-03-08,2024,3,303,429,9,741,0.4089068825910930,0.4089068825910930
2024-03-09,2024,3,204,352,4,560,0.36428571428571400,0.36428571428571400
2024-03-10,2024,3,155,318,1,474,0.3270042194092830,0.3270042194092830
2024-03-11,2024,3,323,372,3,698,0.46275071633237800,0.46275071633237800
2024-03-12,2024,3,430,470,1,901,0.4772475027746950,0.4772475027746950
2024-03-13,2024,3,417,508,7,932,0.44742489270386300,0.44742489270386300
2024-03-14,2024,3,436,482,114,1032,0.42248062015503900,0.42248062015503900
2024-03-15,2024,3,289,403,2,694,0.4164265129683000,0.4164265129683000
2024-03-16,2024,3,247,370,0,617,0.40032414910859000,0.40032414910859000
2024-03-17,2024,3,185,329,2,516,0.35852713178294600,0.35852713178294600
2024-03-18,2024,3,287,342,2,631,0.4548335974643420,0.4548335974643420
2024-03-19,2024,3,376,405,6,787,0.4777636594663280,0.4777636594663280
2024-03-20,2024,3,390,443,8,841,0.4637336504161710,0.4637336504161710
2024-03-21,2024,3,359,423,1,783,0.45849297573435500,0.45849297573435500
2024-03-22,2024,3,280,406,9,695,0.4028776978417270,0.4028776978417270
2024-03-23,2024,3,182,340,5,527,0.34535104364326400,0.34535104364326400
2024-03-24,2024,3,227,377,1,605,0.3752066115702480,0.3752066115702480
2024-03-25,2024,3,249,316,1,566,0.43992932862190800,0.43992932862190800
2024-03-26,2024,3,315,394,7,716,0.4399441340782120,0.4399441340782120
2024-03-27,2024,3,361,507,12,880,0.4102272727272730,0.4102272727272730
2024-03-28,2024,3,258,344,6,608,0.4243421052631580,0.4243421052631580
2024-03-29,2024,3,253,375,2,630,0.4015873015873020,0.4015873015873020
2024-03-30,2024,3,190,267,6,463,0.4103671706263500,0.4103671706263500
2024-03-31,2024,3,145,216,2,363,0.39944903581267200,0.39944903581267200
2024-04-01,2024,4,237,316,3,556,0.4262589928057550,0.4262589928057550
2024-04-02,2024,4,294,315,6,615,0.47804878048780500,0.47804878048780500
2024-04-03,2024,4,309,385,7,701,0.44079885877318100,0.44079885877318100
2024-04-04,2024,4,321,414,9,744,0.4314516129032260,0.4314516129032260
2024-04-05,2024,4,297,397,11,705,0.42127659574468100,0.42127659574468100
2024-04-06,2024,4,215,380,6,601,0.3577371048252910,0.3577371048252910
2024-04-07,2024,4,224,307,0,531,0.4218455743879470,0.4218455743879470
2024-04-08,2024,4,261,375,6,642,0.40654205607476600,0.40654205607476600
2024-04-09,2024,4,386,462,2,850,0.4541176470588240,0.4541176470588240
2024-04-10,2024,4,408,491,4,903,0.45182724252491700,0.45182724252491700
2024-04-11,2024,4,394,424,4,822,0.4793187347931870,0.4793187347931870
2024-04-12,2024,4,285,445,8,738,0.3861788617886180,0.3861788617886180
2024-04-13,2024,4,239,421,3,663,0.36048265460030200,0.36048265460030200
2024-04-14,2024,4,209,318,5,532,0.39285714285714300,0.39285714285714300
2024-04-15,2024,4,290,419,1,710,0.4084507042253520,0.4084507042253520
2024-04-16,2024,4,432,442,6,880,0.4909090909090910,0.4909090909090910
2024-04-17,2024,4,351,484,5,840,0.41785714285714300,0.41785714285714300
2024-04-18,2024,4,315,429,3,747,0.42168674698795200,0.42168674698795200
2024-04-19,2024,4,308,446,9,763,0.4036697247706420,0.4036697247706420
2024-04-20,2024,4,219,326,7,552,0.3967391304347830,0.3967391304347830
2024-04-21,2024,4,186,297,7,490,0.3795918367346940,0.3795918367346940
2024-04-22,2024,4,218,295,7,520,0.41923076923076900,0.41923076923076900
2024-04-23,2024,4,303,413,5,721,0.420249653259362,0.420249653259362
2024-04-24,2024,4,333,408,4,745,0.4469798657718120,0.4469798657718120
2024-04-25,2024,4,289,366,5,660,0.43787878787878800,0.43787878787878800
2024-04-26,2024,4,259,385,4,648,0.39969135802469100,0.39969135802469100
2024-04-27,2024,4,264,408,4,676,0.3905325443786980,0.3905325443786980
2024-04-28,2024,4,188,288,4,480,0.39166666666666700,0.39166666666666700
2024-04-29,2024,4,241,321,2,564,0.42730496453900700,0.42730496453900700
2024-04-30,2024,4,354,406,3,763,0.4639580602883360,0.4639580602883360
2024-05-01,2024,5,418,483,4,905,0.46187845303867400,0.46187845303867400
2024-05-02,2024,5,406,496,10,912,0.4451754385964910,0.4451754385964910
2024-05-03,2024,5,300,450,6,756,0.3968253968253970,0.3968253968253970
2024-05-04,2024,5,235,311,8,554,0.42418772563176900,0.42418772563176900
2024-05-05,2024,5,166,306,4,476,0.3487394957983190,0.3487394957983190
2024-05-06,2024,5,278,274,3,555,0.5009009009009010,0.5009009009009010
2024-05-07,2024,5,389,374,3,766,0.5078328981723240,0.5078328981723240
2024-05-08,2024,5,433,505,6,944,0.4586864406779660,0.4586864406779660
2024-05-09,2024,5,375,491,4,870,0.43103448275862100,0.43103448275862100
2024-05-10,2024,5,295,404,4,703,0.41963015647226200,0.41963015647226200
2024-05-11,2024,5,248,400,7,655,0.3786259541984730,0.3786259541984730
2024-05-12,2024,5,163,275,7,445,0.36629213483146100,0.36629213483146100
2024-05-13,2024,5,250,325,2,577,0.43327556325823200,0.43327556325823200
2024-05-14,2024,5,350,405,3,758,0.46174142480211100,0.46174142480211100
2024-05-15,2024,5,367,444,4,815,0.4503067484662580,0.4503067484662580
2024-05-16,2024,5,382,484,4,870,0.43908045977011500,0.43908045977011500
2024-05-17,2024,5,290,466,9,765,0.3790849673202610,0.3790849673202610
2024-05-18,2024,5,256,380,7,643,0.39813374805598800,0.39813374805598800
2024-05-19,2024,5,197,373,4,574,0.343205574912892,0.343205574912892
2024-05-20,2024,5,258,363,2,623,0.41412520064205500,0.41412520064205500
2024-05-21,2024,5,397,415,6,818,0.48533007334963300,0.48533007334963300
2024-05-22,2024,5,351,522,8,881,0.39841089670828600,0.39841089670828600
2024-05-23,2024,5,385,417,2,804,0.47885572139303500,0.47885572139303500
2024-05-24,2024,5,306,388,2,696,0.4396551724137930,0.4396551724137930
2024-05-25,2024,5,307,451,9,767,0.4002607561929600,0.4002607561929600
2024-05-26,2024,5,195,422,5,622,0.3135048231511250,0.3135048231511250
2024-05-27,2024,5,235,363,3,601,0.3910149750415970,0.3910149750415970
2024-05-28,2024,5,348,413,4,765,0.4549019607843140,0.4549019607843140
2024-05-29,2024,5,377,395,8,780,0.48333333333333300,0.48333333333333300
2024-05-30,2024,5,321,386,8,715,0.4489510489510490,0.4489510489510490
2024-05-31,2024,5,274,439,3,716,0.38268156424581000,0.38268156424581000
2024-06-01,2024,6,249,411,4,664,0.375,0.375
2024-06-02,2024,6,247,403,4,654,0.37767584097859300,0.37767584097859300
2024-06-03,2024,6,272,359,4,635,0.4283464566929130,0.4283464566929130
2024-06-04,2024,6,456,459,6,921,0.495114006514658,0.495114006514658
2024-06-05,2024,6,351,447,3,801,0.43820224719101100,0.43820224719101100
2024-06-06,2024,6,404,450,5,859,0.470314318975553,0.470314318975553
2024-06-07,2024,6,300,458,13,771,0.38910505836575900,0.38910505836575900
2024-06-08,2024,6,280,432,6,718,0.38997214484679700,0.38997214484679700
2024-06-09,2024,6,247,331,4,582,0.42439862542955300,0.42439862542955300
2024-06-10,2024,6,300,296,3,599,0.5008347245409020,0.5008347245409020
2024-06-11,2024,6,436,458,4,898,0.48552338530066800,0.48552338530066800
2024-06-12,2024,6,415,488,4,907,0.45755237045204000,0.45755237045204000
2024-06-13,2024,6,372,475,5,852,0.43661971830985900,0.43661971830985900
2024-06-14,2024,6,270,400,13,683,0.3953147877013180,0.3953147877013180
2024-06-15,2024,6,245,412,9,666,0.36786786786786800,0.36786786786786800
2024-06-16,2024,6,219,356,6,581,0.3769363166953530,0.3769363166953530
2024-06-17,2024,6,275,350,3,628,0.43789808917197500,0.43789808917197500
2024-06-18,2024,6,345,420,7,772,0.44689119170984500,0.44689119170984500
2024-06-19,2024,6,446,519,5,970,0.45979381443299000,0.45979381443299000
2024-06-20,2024,6,361,513,1,875,0.4125714285714290,0.4125714285714290
2024-06-21,2024,6,295,412,5,712,0.4143258426966290,0.4143258426966290
2024-06-22,2024,6,282,387,3,672,0.41964285714285700,0.41964285714285700
2024-06-23,2024,6,260,382,4,646,0.4024767801857590,0.4024767801857590
2024-06-24,2024,6,296,359,2,657,0.4505327245053270,0.4505327245053270
2024-06-25,2024,6,313,413,5,731,0.42818057455540400,0.42818057455540400
2024-06-26,2024,6,348,405,6,759,0.45849802371541500,0.45849802371541500
2024-06-27,2024,6,325,444,4,773,0.4204398447606730,0.4204398447606730
2024-06-28,2024,6,270,388,4,662,0.4078549848942600,0.4078549848942600
2024-06-29,2024,6,292,348,6,646,0.4520123839009290,0.4520123839009290
2024-06-30,2024,6,215,324,4,543,0.39594843462246800,0.39594843462246800
2024-07-01,2024,7,269,323,6,598,0.4498327759197320,0.4498327759197320
2024-07-02,2024,7,429,432,2,863,0.49710312862108900,0.49710312862108900
2024-07-03,2024,7,411,459,5,875,0.4697142857142860,0.4697142857142860
2024-07-04,2024,7,271,354,3,628,0.4315286624203820,0.4315286624203820
2024-07-05,2024,7,332,486,2,820,0.40487804878048800,0.40487804878048800
2024-07-06,2024,7,280,387,11,678,0.41297935103244800,0.41297935103244800
2024-07-07,2024,7,254,383,7,644,0.3944099378881990,0.3944099378881990
2024-07-08,2024,7,302,369,2,673,0.4487369985141160,0.4487369985141160
2024-07-09,2024,7,391,439,9,839,0.466030989272944,0.466030989272944
2024-07-10,2024,7,409,431,7,847,0.48288075560802800,0.48288075560802800
2024-07-11,2024,7,410,431,6,847,0.48406139315230200,0.48406139315230200
2024-07-12,2024,7,307,418,9,734,0.41825613079019100,0.41825613079019100
2024-07-13,2024,7,306,391,7,704,0.4346590909090910,0.4346590909090910
2024-07-14,2024,7,186,365,4,555,0.33513513513513500,0.33513513513513500
2024-07-15,2024,7,247,336,2,585,0.4222222222222220,0.4222222222222220
2024-07-16,2024,7,374,421,1,796,0.46984924623115600,0.46984924623115600
2024-07-17,2024,7,425,461,1,887,0.4791431792559190,0.4791431792559190
2024-07-18,2024,7,389,420,9,818,0.47555012224938900,0.47555012224938900
2024-07-19,2024,7,202,242,1,445,0.45393258426966300,0.45393258426966300
2024-07-20,2024,7,229,390,6,625,0.3664,0.3664
2024-07-21,2024,7,273,367,4,644,0.42391304347826100,0.42391304347826100
2024-07-22,2024,7,278,371,8,657,0.4231354642313550,0.4231354642313550
2024-07-23,2024,7,322,466,4,792,0.4065656565656570,0.4065656565656570
2024-07-24,2024,7,420,471,5,896,0.46875,0.46875
2024-07-25,2024,7,376,462,10,848,0.44339622641509400,0.44339622641509400
2024-07-26,2024,7,340,425,10,775,0.43870967741935500,0.43870967741935500
2024-07-27,2024,7,198,397,9,604,0.32781456953642400,0.32781456953642400
2024-07-28,2024,7,210,326,5,541,0.38817005545286500,0.38817005545286500
2024-07-29,2024,7,272,334,4,610,0.4459016393442620,0.4459016393442620
2024-07-30,2024,7,343,429,4,776,0.4420103092783510,0.4420103092783510
2024-07-31,2024,7,351,490,4,845,0.4153846153846150,0.4153846153846150
2024-08-01,2024,8,398,540,9,947,0.42027455121436100,0.42027455121436100
2024-08-02,2024,8,318,418,12,748,0.42513368983957200,0.42513368983957200
2024-08-03,2024,8,253,426,5,684,0.36988304093567300,0.36988304093567300
2024-08-04,2024,8,239,360,4,603,0.3963515754560530,0.3963515754560530
2024-08-05,2024,8,289,368,1,658,0.439209726443769,0.439209726443769
2024-08-06,2024,8,374,377,4,755,0.495364238410596,0.495364238410596
2024-08-07,2024,8,390,494,5,889,0.43869516310461200,0.43869516310461200
2024-08-08,2024,8,379,479,11,869,0.4361334867663980,0.4361334867663980
2024-08-09,2024,8,343,455,14,812,0.4224137931034480,0.4224137931034480
2024-08-10,2024,8,280,471,6,757,0.36988110964332900,0.36988110964332900
2024-08-11,2024,8,267,400,7,674,0.3961424332344210,0.3961424332344210
2024-08-12,2024,8,300,344,5,649,0.4622496147919880,0.4622496147919880
2024-08-13,2024,8,404,433,3,840,0.48095238095238100,0.48095238095238100
2024-08-14,2024,8,405,500,6,911,0.4445664105378710,0.4445664105378710
2024-08-15,2024,8,379,466,8,853,0.44431418522860500,0.44431418522860500
2024-08-16,2024,8,330,438,12,780,0.4230769230769230,0.4230769230769230
2024-08-17,2024,8,236,368,6,610,0.38688524590163900,0.38688524590163900
2024-08-18,2024,8,198,339,2,539,0.3673469387755100,0.3673469387755100
2024-08-19,2024,8,306,398,2,706,0.43342776203966000,0.43342776203966000
2024-08-20,2024,8,322,439,9,770,0.41818181818181800,0.41818181818181800
2024-08-21,2024,8,355,485,6,846,0.41962174940898300,0.41962174940898300
2024-08-22,2024,8,325,443,5,773,0.4204398447606730,0.4204398447606730
2024-08-23,2024,8,290,382,4,676,0.4289940828402370,0.4289940828402370
2024-08-24,2024,8,231,395,5,631,0.36608557844691000,0.36608557844691000
2024-08-25,2024,8,212,354,8,574,0.3693379790940770,0.3693379790940770
2024-08-26,2024,8,238,329,4,571,0.4168126094570930,0.4168126094570930
2024-08-27,2024,8,353,386,9,748,0.47192513368984000,0.47192513368984000
2024-08-28,2024,8,342,461,6,809,0.4227441285537700,0.4227441285537700
2024-08-29,2024,8,315,431,10,756,0.4166666666666670,0.4166666666666670
2024-08-30,2024,8,266,369,9,644,0.41304347826087000,0.41304347826087000
2024-08-31,2024,8,258,379,3,640,0.403125,0.403125
2024-09-01,2024,9,223,324,2,549,0.40619307832422600,0.40619307832422600
2024-09-02,2024,9,240,301,2,543,0.4419889502762430,0.4419889502762430
2024-09-03,2024,9,287,364,5,656,0.4375,0.4375
2024-09-04,2024,9,399,431,6,836,0.4772727272727270,0.4772727272727270
2024-09-05,2024,9,392,447,7,846,0.46335697399527200,0.46335697399527200
2024-09-06,2024,9,303,397,6,706,0.42917847025495800,0.42917847025495800
2024-09-07,2024,9,223,413,5,641,0.34789391575663000,0.34789391575663000
2024-09-08,2024,9,205,336,5,546,0.37545787545787500,0.37545787545787500
2024-09-09,2024,9,347,379,6,732,0.47404371584699500,0.47404371584699500
2024-09-10,2024,9,387,425,4,816,0.4742647058823530,0.4742647058823530
2024-09-11,2024,9,345,480,3,828,0.4166666666666670,0.4166666666666670
2024-09-12,2024,9,387,482,12,881,0.4392735527809310,0.4392735527809310
2024-09-13,2024,9,322,490,9,821,0.392204628501827,0.392204628501827
2024-09-14,2024,9,276,409,10,695,0.3971223021582730,0.3971223021582730
2024-09-15,2024,9,199,355,5,559,0.3559928443649370,0.3559928443649370
2024-09-16,2024,9,302,342,5,649,0.46533127889060100,0.46533127889060100
2024-09-17,2024,9,399,460,4,863,0.4623406720741600,0.4623406720741600
2024-09-18,2024,9,490,529,5,1024,0.478515625,0.478515625
2024-09-19,2024,9,339,474,9,822,0.4124087591240880,0.4124087591240880
2024-09-20,2024,9,286,478,12,776,0.36855670103092800,0.36855670103092800
2024-09-21,2024,9,250,363,3,616,0.40584415584415600,0.40584415584415600
2024-09-22,2024,9,196,307,3,506,0.38735177865612600,0.38735177865612600
2024-09-23,2024,9,297,342,0,639,0.4647887323943660,0.4647887323943660
2024-09-24,2024,9,331,397,0,728,0.45467032967033000,0.45467032967033000
2024-09-25,2024,9,286,409,7,702,0.4074074074074070,0.4074074074074070
2024-09-26,2024,9,318,397,4,719,0.4422809457579970,0.4422809457579970
2024-09-27,2024,9,259,359,8,626,0.41373801916932900,0.41373801916932900
2024-09-28,2024,9,199,335,4,538,0.36988847583643100,0.36988847583643100
2024-09-29,2024,9,172,296,4,472,0.3644067796610170,0.3644067796610170
2024-09-30,2024,9,245,335,4,584,0.4195205479452060,0.4195205479452060
2024-10-01,2024,10,429,484,5,918,0.4673202614379090,0.4673202614379090
2024-10-02,2024,10,450,558,10,1018,0.44204322200392900,0.44204322200392900
2024-10-03,2024,10,373,518,3,894,0.4172259507829980,0.4172259507829980
2024-10-04,2024,10,325,460,8,793,0.4098360655737710,0.4098360655737710
2024-10-05,2024,10,233,381,7,621,0.3752012882447670,0.3752012882447670
2024-10-06,2024,10,195,349,5,549,0.3551912568306010,0.3551912568306010
2024-10-07,2024,10,224,291,6,521,0.42994241842610400,0.42994241842610400
2024-10-08,2024,10,349,416,2,767,0.455019556714472,0.455019556714472
